,listingTitle,listingPrice,listingTypeID,regionName1,regionName2,regionName3,latitude,longitude,listing_title,listing_type,description,energy_efficiency,Área Bruta Privativa m2,Área Bruta m2,Área Total do Lote m2,Área Útil m2,Quartos,Ano de construção,Piso,WCs,Elevador,Estacionamento
1738,122461002-3834,285000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3834,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T4, ao nível do piso 3, bloco 1, designado pela fração G, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com varanda, 4 quartos, sendo um deles suite com varanda e outro com closet, e dois quartos de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!    Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,173,--,--,105,4,2022,3º Andar,3,Sim,1 Lug.
1739,122461002-3833,200000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3833,Apartamento,"Descrição   Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T3, ao nível do piso 2, bloco 1, designado pela fração F, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com varanda, 3 quartos, sendo um deles suite com varanda, e dois quartos de banho. Lugar de garagem.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!    Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,145,--,--,120,3,2022,2º Andar,3,Sim,1 Lug.
1740,122461002-3832,160000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3832,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T2, ao nível do piso 2, bloco 1, designado pela fração E, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala, 2 quartos, sendo um deles suite, e um quarto de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!",NC,96,109,--,80,2,2022,2º Andar,2,Sim,1 Lug.
1741,122461002-3831,275000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3831,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T4, ao nível do piso 1, bloco 2, designado pela fração D, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com varanda, 4 quartos, sendo um deles suite e outro com closet, e dois quartos de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!    Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,173,--,--,105,4,2022,2º Andar,3,Sim,1 Lug.
1742,124901005-1356,36000.0,10,Viseu,Nelas,Nelas,40.53241554003242,-7.85415323738008,124901005-1356,Loja,"Descrição   🏢 Loja Comercial no Edifício Central em Nelas Descubra esta oportunidade única de negócio com uma loja comercial localizada no Edifício Central, situado na Avenida João XVIII em Nelas. Esta loja está estrategicamente localizada ao nível do rés-do-chão, inserida num espaço comercial com uma variedade de serviços e outras lojas. 🛍️ Espaço Ideal para o seu Negócio Com uma localização privilegiada e uma excelente visibilidade, esta loja oferece o espaço perfeito para implantar o seu negócio. Seja para comércio, serviços ou outras atividades, esta é uma oportunidade imperdível para estabelecer a sua presença no centro de Nelas. 🏬 Localização Central e Conveniência O Edifício Central está localizado numa das principais avenidas de Nelas, garantindo uma grande afluência de clientes e uma conveniência inigualável para os seus potenciais clientes. Além disso, a proximidade a outras lojas e serviços torna este local ainda mais atrativo para o desenvolvimento do seu negócio. 📅 Marque a Sua Visita Não perca esta oportunidade de fazer parte deste espaço comercial vibrante em Nelas. Marque já a sua visita e descubra como esta loja pode ser o local ideal para impulsionar o seu negócio! 🛒🏪",C,17,17,--,17,--,2005,R/C,0,Sim,Não
1743,126021037-9,110000.0,4,Viseu,Viseu,Viseu,40.656203945637074,-7.91134803216366,126021037-9,Escritório,"Descrição   Soberbo escritório no 'coração' da cidade, a escassos metros da Praça da República e do Rossio de Viseu. Composto por duas salas, uma com 15m2 e outra com 22m2. Tem ainda um magnifico terraço, com dimensões generosas e uma vista desafoga. Excelentes acessos e optima exposição solar.",C,63,--,--,53,--,,--,1,Sim,Não
1744,126021010-85,550000.0,12,Viseu,Lamego,Lamego (Almacave e Sé),41.108880361334684,-7.80740475454551,126021010-85,Prédio,"Descrição   Prédio para venda na zona histórica de Lamego, com afetação habitacional e comercial. O imóvel é constitído por três artigos, sendo um deles uma fração extraída do Palacete do Visconde de Arneirós, em regime de propriedade horizontal, com 7 quartos, um segundo edificio onde funcionou um negócio de drogria e alojamento, conhecido por Pensão Silva, com 12 quartos e uma loja comercial, atualmente arrendada. O prédio encontra-se em boas condições de conservação e situa-se junto à Sé de Lamego, sendo possivel manter as funcionalidade de habitação, alojamento e comércio.. A envolvente do edifício é de grande valia arquitectónica, comercial e de serviços. O prédio pode manter as atuaias funcionalidades ou ser convertido em frações estritamente habitacionais. Se procura um projecto profissional tirando partido da forte atração turistica de Lamego, esta pode ser uma excecional oportunidade.  Síntese:  Localização no centro histórico da cidade, junto à Sé Edifício Principal com “traça"" 1.258 m2 de área de construção Eventual recriação da área de loja como drogaria museu para fins turísticos e comercias",E,1 183,1 258,565,1 005,--,1950,--,0,Não,Não
1745,122031155-5,80000.0,11,Viseu,Nelas,Canas de Senhorim,40.499461717703035,-7.90011956988779,122031155-5,Moradia,"Descrição   Moradia T4, tipicamente beirã, para reconstrução, situada em local tranquilo. Constituída por três pisos, distribuidos da seguinte forma:  Rés do chão: espaço para estabelecimento comercial; Primeiro andar: hall de entrada, sala, cozinha, três quartos e uma casa de banho; Segundo andar: três quartos.  Possui terreno nas traseiras com 390 metros quadrados.",NC,327,--,390,294,4,1981,--,1,Não,Não
1746,124911004-497,69000.0,11,Viseu,São Pedro do Sul,Bordonhos,40.77630403579432,-8.07178411198634,124911004-497,Moradia,"Descrição   ***NOVO PREÇO*** Antes: 75.000€  Quinta com Moradia T3 e terreno de 1300m2 para venda em Vilar Bordonhos. ✅Esta simpática Quinta encontra-se numa zona bastante calma. A moradia é constituída por dois pisos, sendo: -Rés do Chão: lojas de arrumos e lagar. -Primeiro piso temos, 3 quartos, uma sala, um quarto de banho e uma cozinha. Esta casa com algum carinho pode transformar-se na sua casa de sonho! Tem um terreno com uma área 1300m2 onde pode ter a sua horta, uma piscina e usar a sua imaginação e bom gosto para decorar todo este espaço, ou inclusive vender isolado recuperando parte do investimento ou construir neste segundo artigo uma segunda habitação! Faça a sua marcação hoje mesmo‼️ 👀Venha visitar!",NC,48,--,1 348,90,3,1986,--,1,Não,2 Lug.
1747,126021037-8,170000.0,1,Viseu,Viseu,Mundão,40.69111759256365,-7.8753107457596,126021037-8,Apartamento,"Descrição   Fantástico apartamento T3, localizado na Quinta do Catavejo, Mundão - Viseu. Com dimensões generosas e uma excelente distribuição. Inserido numa zona habitacional tranquila e familiar, com ótimas acessibilidades aos principais acessos rodoviários, a localização é de excelência pois situa-se no sossegado bairro da Quinta do Catavejo, ícone de nova centralidade da melhor cidade para se viver em Portugal.",D,112,--,--,95,3,2006,2º Andar,2,Sim,1 Lug.
1748,121021278-8,1600000.0,13,Viseu,Resende,Resende,41.11387457170845,-7.95179416402453,121021278-8,Quinta,"Descrição   Espetacular moradia T7 com uma área coberta de 320m2 e inserida num lote de 1210m2, com uma vista espetacular sobre o rio Douro, não sendo possível nenhum tipo de construção. Jardim com piscina e cais privativo.Conta com um total de de 7 suites. Tem 4 salas comuns e uma de jantar, que comunica com um terraço, com uma vista estrondosa sobre o Douro Toda a casa tem ainda muita arrumação, sendo que tem várias arrecadações, e todos os quartos com armários. A 5 minutos de carro da cidade de Resende, estando perto de todo o tipo de comércio e serviços. Na parte exterior: * Piscina * Casa de lenha;* Rega automática e iluminação no jardim* Água própria de poço para rega e piscina.* Cais privativo",F,290,--,1 200,286,7,1989,--,7,Não,3 Lug.
1749,122031160-99,21000.0,21,Viseu,Tondela,Canas de Santa Maria,40.53586880618661,-8.05430403845555,122031160-99,Terreno,"Descrição   Terreno com viabilidade de construção, na freguesia de Canas de Santa Maria, concelho de Tondela, com 1253m2 . Possui boa exposição solar e bons acessos. Tem um barracão. Marque a sua visita e venha conhecer a potencialidade deste terreno.",NC,1 253,--,1 253,1 253,--,,--,0,Não,Não
1750,122461132-3,35000.0,21,Viseu,Viseu,Silgueiros,40.53756212723107,-8.06205987623306,122461132-3,Terreno,"Descrição   Situado em Silgueiros, ao lado da quinta da Penseira, este terreno, com viabilidade de construção tem uma área de 4 279m2.  Dispõe de poço e duas nascentes, com várias árvores de frutos, oliveiras, videiras, castanheiro e citrinos. Excelente localização, rodeado da natureza, num local bastante tranquilo. Não perca esta oportunidade e venha conhecer!",NC,--,--,4 279,--,--,,--,0,Não,Não
1751,124791003-555,60000.0,11,Viseu,São João da Pesqueira,São João da Pesqueira e Várzea de Trevões,41.148081551135846,-7.40405836388572,124791003-555,Moradia,"Descrição    Moradia para reconstruir - São João da Pesqueira   Quer investir no alojamento local?   Localizado no centro histórico da vila, a escassos metros da Praça da República e da famosa Rua dos Gatos é o imóvel perfeito para si.   Não perca esta oportunidade e marque visita.",NC,68,--,--,174,1,1937,--,0,Não,1 Lug.
1752,124911005-1411,13500.0,21,Viseu,Vouzela,Vouzela e Paços de Vilharigues,40.72065285920679,-8.10761413563835,124911005-1411,Terreno,"Descrição   Terreno com área total de 1000m2 localizado em Vouzela. Possui um anexo para apoio agrícola. O acesso para o terreno é feito por uma estrada secundária, sendo que localiza-se a 2 minutos do centro da vila onde encontra diverso comércio e serviços.   Venha visitar!",NC,--,--,1 000,--,--,,--,0,Não,Não
1753,122031096-194,375000.0,21,Viseu,Viseu,Viseu,40.6483780774591,-7.87404516636521,122031096-194,Terreno,"Descrição   Imponente terreno, localizado na estrada nacional Nº 16 (em frente ao Intermarché da Póvoa de Sobrinhos, em Viseu). Terreno para construção em altura, sendo permitido construir 12 apartamentos. Aproveite para realizar o seu investimento, numa cidade em constante crescimento.",NC,--,1 244,1 244,--,--,2008,--,0,Não,3 Lug.
1754,124271001-217,70000.0,21,Castelo Branco,Fundão,Pêro Viseu,40.20348098287677,-7.44075042387914,124271001-217,Terreno,"Descrição   Terreno/Quintinha com 5500 m2, habitação para restaurar com 200 m2 de implantação. Sistema de Painéis Solares com Microgeração (rendimento médio mensal a rondar os 100€). Olival com rega gota a gota. Poço/furo com água em abundância. Terreno Plano com ótimos acessos e ótima exposição solar! Local calmo a 2 minutos do centro de Pêro Viseu e próximo da A23.",NC,5 500,--,5 500,--,--,,--,0,Não,Não
1755,126191007-30,90000.0,1,Viseu,Tarouca,Tarouca e Dálvares,41.02814339567712,-7.76708342672349,126191007-30,Apartamento,"Descrição   Apartamento T2 localizado na cidade de Tarouca em excelente estado de conservação. Localizado em zona calma e familiar, com vistas desafogadas para a Serra de Santa Helena e para a cidade. Possui cozinha equipada, sótão e garagem individual ampla. Perto de comércio e serviços. Excelente exposição solar. Não perca tempo, marque já a sua visita!",E,100,--,--,71,2,1999,3º Andar,2,Não,1 Lug.
1756,126021037-7,49000.0,21,Viseu,Viseu,Rio de Loba,40.652799035181914,-7.85677325085443,126021037-7,Terreno,"Descrição   Terreno com um projecto aprovado de uma moradia de piso unico, em terreno com área de 503 m2, num local tranquilo, com uma excelente exposição solar e vistas desafogadas, localizado na Rua Principla, na localidade de Barbeita, junto à escola primária, na freguesia de Rio de Loba, em Viseu. A tua casa é o teu refugio, o local onde queres estar com a familia ou sozinho, ao fim de um longo dia de trabalho, para viver uma vida feliz e confortável. O projecto apresenta três quartos de dimensões generosas, divididos em duas suites mais um, todos com roupeiros. As casas de banho de 3 e 4 peças conferem uma excelente qualidade de uso, para um dia a dia sereno e tranquilo. A sala e cozinha em espaço partilhado, com as grandes aberturas apresentadas permitem uma harmonia pefeita com o exterior e o espaço envolvente.  Este design é extremanente fascinante, desde as linhas elegantes e minimalistas até aos ângulos pouco usuais e aspecto moderno, tudo é elegante e prático porque deixa entrar a luz.",NC,--,--,503,--,--,,--,0,Não,Não
1757,126421020-10,7500.0,24,Viseu,Castro Daire,Mões,40.89451663965171,-7.87566613586409,126421020-10,Outros - Habitação,"Descrição   Ruínas para reconstrução, junto ao rio Paiva, na freguesias de Mões, concelho de Castro Daire. A oportunidade de criar o seu refúgio, em zona tranquila e envolvida pela natureza.",NC,60,60,60,54,1,1970,--,0,Não,Não
